player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
113700,J. Zebina,Jonathan,Zebina,43,1978-07-19,Paris,France,France,184 cm,81 kg,False,https://media-2.api-sports.io/football/players/113700.png,61,2013
113708,J. Remiti,Julien,Remiti,27,1994-09-07,,France,France,175 cm,62 kg,False,https://media-2.api-sports.io/football/players/113708.png,61,2013
113711,B. Trémoulinas,Benoît,Trémoulinas,36,1985-12-28,Bordeaux,France,France,172 cm,65 kg,False,https://media-3.api-sports.io/football/players/113711.png,61,2013
21493,J. Sorbon,Jérémy,Sorbon,38,1983-08-05,Caen,France,France,183 cm,79 kg,False,https://media-3.api-sports.io/football/players/21493.png,61,2013
21494,F. Tabanou,Franck,Tabanou,32,1989-01-30,Thiais,France,France,178 cm,78 kg,False,https://media-2.api-sports.io/football/players/21494.png,61,2013
21500,É. Didot,Étienne,Didot,38,1983-07-24,Paimpol,France,France,178 cm,65 kg,False,https://media-1.api-sports.io/football/players/21500.png,61,2013
21571,Hilton,Vitorino,Hilton da Silva,44,1977-09-13,Brasília,Brazil,Brazil,180 cm,78 kg,False,https://media-3.api-sports.io/football/players/21571.png,61,2013
21706,F. Balmont,Florent,Balmont,41,1980-02-02,Sainte-Foy-lès-Lyon,France,France,168 cm,72 kg,False,https://media-2.api-sports.io/football/players/21706.png,61,2013
24093,A. Delalande,Arthur,Delalande,29,1992-05-18,Saint-Malo,France,France,186 cm,73 kg,False,https://media-1.api-sports.io/football/players/24093.png,61,2013
59986,M. Sougou,Pape Amodou,Sougou,37,1984-12-18,Fissel,Senegal,Senegal,178 cm,68 kg,False,https://media-3.api-sports.io/football/players/59986.png,61,2013
79086,D. Rozehnal,David,Rozehnal,41,1980-07-05,Šternberk,Czech Republic,Czech Republic,191 cm,80 kg,False,https://media-3.api-sports.io/football/players/79086.png,61,2013
85676,R. Vercoutre,Rémy,Vercoutre,41,1980-06-26,Grande-Synthe,France,France,185 cm,78 kg,False,https://media-1.api-sports.io/football/players/85676.png,61,2013
87166,V. Enyeama,Vincent,Enyeama,39,1982-08-29,Kaduna,Nigeria,Nigeria,182 cm,87 kg,False,https://media-2.api-sports.io/football/players/87166.png,61,2013
87205,Jordan Boy,Jordan,Boy,24,1994-03-20,Cluses,France,France,185 cm,75 kg,False,https://media-3.api-sports.io/football/players/87205.png,61,2013
87351,C. Mongongu,Cédric,Mongongu,32,1989-06-22,Kinshasa,Congo DR,Congo DR,188 cm,82 kg,False,https://media-2.api-sports.io/football/players/87351.png,61,2013
90488,Y. Cabaye,Yohan,Cabaye,35,1986-01-14,Tourcoing,France,France,174 cm,71 kg,False,https://media-2.api-sports.io/football/players/90488.png,61,2013
104091,Djakaridja Koné,Djakaridja,Koné,30,1986-07-22,Abidjan,Côte d'Ivoire,Burkina Faso,179 cm,79 kg,False,https://media-2.api-sports.io/football/players/104091.png,61,2013
105282,J. Makoun,Jean II,Makoun,38,1983-05-29,Yaoundé,Cameroon,Cameroon,173 cm,69 kg,False,https://media-2.api-sports.io/football/players/105282.png,61,2013
107468,Zakariya Abarouai,Zakariya,Abarouai,25,1994-03-30,Lyon,France,France,182 cm,74 kg,False,https://media-2.api-sports.io/football/players/107468.png,61,2013
111423,J. Audel,Johan,Audel,38,1983-12-12,Nice,France,Martinique,180 cm,73 kg,False,https://media-3.api-sports.io/football/players/111423.png,61,2013
113649,J. Saez,José,Saez,39,1982-05-07,Menen,Belgium,France,173 cm,63 kg,False,https://media-3.api-sports.io/football/players/113649.png,61,2013
113659,Johann Durand,Johann,Durand,39,1981-06-17,Evian,France,France,182 cm,71 kg,False,https://media-3.api-sports.io/football/players/113659.png,61,2013
113690,Bertrand Laquait,Bertrand,Laquait,38,1977-04-13,Vichy,France,France,185 cm,80 kg,False,https://media-1.api-sports.io/football/players/113690.png,61,2013
100,Andrea Raggi,Andrea,Raggi,35,1984-06-24,La Spezia,Italy,Italy,187 cm,82 kg,False,https://media-3.api-sports.io/football/players/100.png,61,2013
1013,G. Sertic,Grégory,Sertic,31,1989-08-05,Brétigny sur Orge,France,France,183 cm,76 kg,False,https://media-2.api-sports.io/football/players/1013.png,61,2013
20578,O. Vizcarrondo,Oswaldo Augusto,Vizcarrondo Araújo,37,1984-05-31,Caracas,Venezuela,Venezuela,191 cm,85 kg,False,https://media-1.api-sports.io/football/players/20578.png,61,2013
21590,S. Camara,Souleymane,Camara,39,1982-12-22,Dakar,Senegal,Senegal,173 cm,74 kg,False,https://media-1.api-sports.io/football/players/21590.png,61,2013
22083,S. Ruffier,Stéphane,Ruffier,35,1986-09-27,Bayonne,France,France,188 cm,93 kg,False,https://media-2.api-sports.io/football/players/22083.png,61,2013
30762,Filip Đorđević,Filip,Đorđević,35,1987-09-28,Beograd,Serbia,Serbia,186 cm,80 kg,False,https://media-3.api-sports.io/football/players/30762.png,61,2013
37881,Luigi Maud Bruins,Luigi Maud,Bruins,34,1987-03-09,Rotterdam,Netherlands,Netherlands,180 cm,75 kg,False,https://media-2.api-sports.io/football/players/37881.png,61,2013
41745,Pedrinho,Pedro Miguel,da Silva Rocha,36,1985-03-06,Vila do Conde,Portugal,Portugal,175 cm,72 kg,False,https://media-1.api-sports.io/football/players/41745.png,61,2013
50062,Olivier Veigneau,Olivier,Veigneau,36,1985-07-16,Suresnes,France,France,176 cm,69 kg,False,https://media-1.api-sports.io/football/players/50062.png,61,2013
50975,Mathieu Deplagne,Mathieu,Deplagne,31,1991-10-01,Montpellier,France,France,183 cm,79 kg,False,https://media-3.api-sports.io/football/players/50975.png,61,2013
59718,Víctor Hugo Montaño Caicedo,Víctor Hugo,Montaño Caicedo,36,1984-05-01,Cali,Colombia,Colombia,178 cm,75 kg,False,https://media-1.api-sports.io/football/players/59718.png,61,2013
87078,R. Fanni,Rod,Fanni,40,1981-12-06,Martigues,France,France,186 cm,81 kg,False,https://media-2.api-sports.io/football/players/87078.png,61,2013
104861,D. Digard,Didier,Digard,35,1986-07-12,Gisors,France,France,183 cm,76 kg,False,https://media-1.api-sports.io/football/players/104861.png,61,2013
113634,Gueïda Fofana,Gueïda,Fofana,26,1991-05-16,Le Havre,France,France,182 cm,74 kg,False,https://media-3.api-sports.io/football/players/113634.png,61,2013
113639,Dimitar Ivanov Berbatov,Dimitar,Ivanov Berbatov,37,1981-01-30,Blagoevgrad,Bulgaria,Bulgaria,188 cm,79 kg,False,https://media-1.api-sports.io/football/players/113639.png,61,2013
113656,M. Bangoura,Momar,Bangoura,27,1994-02-24,Marseille,France,Senegal,176 cm,65 kg,False,https://media-2.api-sports.io/football/players/113656.png,61,2013
113692,F. Pancrate,Fabrice,Pancrate,41,1980-05-02,Paris,France,France,185 cm,80 kg,False,https://media-3.api-sports.io/football/players/113692.png,61,2013
113722,O. Apam,Onyekachi,Apam,35,1986-12-30,Aba,Nigeria,Nigeria,180 cm,84 kg,False,https://media-3.api-sports.io/football/players/113722.png,61,2013
113727,Kévin Anin,Kévin,Anin,29,1986-07-05,Le Havre,France,France,189 cm,82 kg,False,https://media-3.api-sports.io/football/players/113727.png,61,2013
242743,Antonin  Koutouan Nantcho,Antonin,Koutouan Nantcho,30,1983-11-11,Abidjan,CÃ´te d'Ivoire,CÃ´te d'Ivoire,169 cm,"
    ",False,https://media-2.api-sports.io/football/players/242743.png,61,2013
2197,R. Danzé,Romain,Danzé,35,1986-07-03,Douarnenez,France,France,184 cm,73 kg,False,https://media-2.api-sports.io/football/players/2197.png,61,2013
13093,E. Lavezzi,Ezequiel Iván,Lavezzi,36,1985-05-03,Rosario,Argentina,Argentina,173 cm,75 kg,False,https://media-3.api-sports.io/football/players/13093.png,61,2013
22088,L. Perrin,Loïc,Perrin,36,1985-08-07,Saint-Etienne,France,France,181 cm,80 kg,False,https://media-3.api-sports.io/football/players/22088.png,61,2013
34314,Aurelian Ionuț Chițu,Aurelian Ionuț,Chițu,31,1991-03-25,Ţăndărei,Romania,Romania,183 cm,80 kg,False,https://media-2.api-sports.io/football/players/34314.png,61,2013
50808,G. van der Wiel,Gregory,van der Wiel,33,1988-02-03,Amsterdam,Netherlands,Netherlands,183 cm,69 kg,False,https://media-1.api-sports.io/football/players/50808.png,61,2013
61922,Sloan Privat,Sloan,Privat,32,1989-12-24,Cayenne,French Guiana,French Guiana,186 cm,83 kg,False,https://media-1.api-sports.io/football/players/61922.png,61,2013
62205,Ibrahim Sissoko,Ibrahim,Sissoko,30,1991-11-29,Abidjan,Côte d'Ivoire,Côte d'Ivoire,174 cm,71 kg,False,https://media-1.api-sports.io/football/players/62205.png,61,2013
85062,Thiago Motta,Thiago,Motta,36,1982-08-28,São Bernardo do Campo,Brazil,Italy,187 cm,83 kg,False,https://media-3.api-sports.io/football/players/85062.png,61,2013
87211,Maxwell Scherrer Cabelino Andrade,Maxwell,Scherrer Cabelino Andrade,36,1981-08-27,Cachoeiro de Itapermirim,Brazil,Brazil,176 cm,73 kg,False,https://media-3.api-sports.io/football/players/87211.png,61,2013
87362,S. Armand,Sylvain,Armand,41,1980-08-01,Saint-Etienne,France,France,182 cm,82 kg,False,https://media-1.api-sports.io/football/players/87362.png,61,2013
87363,P. Sirieix,François Pantxi,Sirieix,41,1980-10-07,Bordeaux,France,France,180 cm,70 kg,False,https://media-3.api-sports.io/football/players/87363.png,61,2013
90565,J. Faubert,Julien,Faubert,38,1983-08-01,Le Havre,France,France,180 cm,75 kg,False,https://media-2.api-sports.io/football/players/90565.png,61,2013
105488,Maor Melikson,Maor,Melikson,36,1984-10-30,Yavne,Israel,Israel,175 cm,68 kg,False,https://media-2.api-sports.io/football/players/105488.png,61,2013
108557,M. da Silva,Marco,da Silva,29,1992-04-10,Compiègne,France,France,182 cm,72 kg,False,https://media-1.api-sports.io/football/players/108557.png,61,2013
113672,Alex,Alex Rodrigo,Dias da Costa,39,1982-06-17,Niterói,Brazil,Brazil,188 cm,92 kg,False,https://media-3.api-sports.io/football/players/113672.png,61,2013
113674,T. Doubaï,Moussé 'Thierry',Doubaï Tapé,33,1988-07-01,Adjame,Côte d'Ivoire,Côte d'Ivoire,178 cm,75 kg,False,https://media-2.api-sports.io/football/players/113674.png,61,2013
113682,Dany Maury,Dany,Maury,27,1994-08-18,Douala,Cameroon,Cameroon,175 cm,70 kg,False,https://media-2.api-sports.io/football/players/113682.png,61,2013
113696,B. Ouali,Bilel,Ouali,28,1993-10-07,Etampes,France,Algeria,185 cm,75 kg,False,https://media-1.api-sports.io/football/players/113696.png,61,2013
113739,Mohamed Kalilou Traoré,Mohamed Kalilou,Traoré,27,1987-09-09,Bamako,Mali,Mali,192 cm,75 kg,False,https://media-1.api-sports.io/football/players/113739.png,61,2013
113783,Jordan Astier,Jordan,Astier,30,1992-04-28,Antibes,France,France,184 cm,75 kg,False,https://media-3.api-sports.io/football/players/113783.png,61,2013
346,Vujadin Savić,Vujadin,Savić,32,1990-07-01,Beograd,Serbia,Serbia,194 cm,83 kg,False,https://media-2.api-sports.io/football/players/346.png,61,2013
623,B. Mendy,Benjamin,Mendy,28,1994-07-17,Longjumeau,France,France,185 cm,85 kg,False,https://media-2.api-sports.io/football/players/623.png,61,2013
1263,Maxime Poundjé,Maxime,Poundjé,30,1992-08-16,Bordeaux,France,France,180 cm,74 kg,False,https://media-3.api-sports.io/football/players/1263.png,61,2013
1273,Jimmy Briand,Jimmy,Briand,37,1985-08-02,Vitry sur Seine,France,France,181 cm,84 kg,False,https://media-2.api-sports.io/football/players/1273.png,61,2013
3239,Ismaël Tiémoko Diomandé,Ismaël Tiémoko,Diomandé,30,1992-08-28,Abidjan,Côte d'Ivoire,Côte d'Ivoire,180 cm,82 kg,False,https://media-1.api-sports.io/football/players/3239.png,61,2013
3401,Banana Yaya,Banana,Yaya,31,1991-07-29,Maroua,Cameroon,Cameroon,192 cm,88 kg,False,https://media-1.api-sports.io/football/players/3401.png,61,2013
5907,L. Orbán,Lucas Alfonso,Orbán Alegre,33,1989-02-03,Buenos Aires,Argentina,Argentina,184 cm,76 kg,False,https://media-2.api-sports.io/football/players/5907.png,61,2013
5926,Darío Cvitanich,Darío,Cvitanich,38,1984-05-16,Baradero,Argentina,Argentina,174 cm,72 kg,False,https://media-1.api-sports.io/football/players/5926.png,61,2013
10150,M. Ruben,Marco Gastón,Ruben Rodríguez,36,1986-10-26,Capitán Bermúdez,Argentina,Argentina,179 cm,72 kg,False,https://media-3.api-sports.io/football/players/10150.png,61,2013
10472,Andrés Ramiro Escobar Díaz,Andrés Ramiro,Escobar Díaz,31,1991-05-14,Puerto Tejada,Colombia,Colombia,168 cm,68 kg,False,https://media-1.api-sports.io/football/players/10472.png,61,2013
20585,Bryan Pelé,Bryan,Pelé,30,1992-03-25,Malestroit,France,France,169 cm,65 kg,False,https://media-2.api-sports.io/football/players/20585.png,61,2013
71567,P. Ntep,Paul-Georges,Ntep de Madiba,30,1992-07-29,Douala,Cameroon,Cameroon,180 cm,80 kg,False,https://media-3.api-sports.io/football/players/71567.png,61,2013
72355,Kévin Bérigaud,Kévin,Bérigaud,34,1988-05-09,Thonon,France,France,176 cm,69 kg,False,https://media-2.api-sports.io/football/players/72355.png,61,2013
78224,Kevin Osei,Kevin,Osei,31,1991-03-26,Marseille,France,Ghana,173 cm,71 kg,False,https://media-2.api-sports.io/football/players/78224.png,61,2013
80606,Emerson da Conceição,Emerson,da Conceição,33,1986-02-23,São Paulo,Brazil,Brazil,185 cm,83 kg,False,https://media-3.api-sports.io/football/players/80606.png,61,2013
80621,Carlos Henrique dos Santos Souza,Carlos Henrique,dos Santos Souza,34,1983-05-02,Sao Gonçalo,Brazil,Brazil,189 cm,87 kg,False,https://media-3.api-sports.io/football/players/80621.png,61,2013
80888,N. Pejčinović,Nemanja,Pejčinović,35,1987-11-04,Kragujevac,Serbia,Serbia,185 cm,80 kg,False,https://media-1.api-sports.io/football/players/80888.png,61,2013
113644,Sacha Charles Julian Guy Bastien,Sacha Charles Julian Guy,Bastien,27,1995-01-22,Metz,France,France,196 cm,91 kg,False,https://media-1.api-sports.io/football/players/113644.png,61,2013
113763,Diacko Fofana,Diacko,Fofana,28,1994-07-29,Vernon,France,France,175 cm,71 kg,False,https://media-2.api-sports.io/football/players/113763.png,61,2013
175176,Romaric N'Gouma,Romaric,N'Gouma,26,1995-01-28,Lyon,France,France,186 cm,72 kg,False,https://media-3.api-sports.io/football/players/175176.png,61,2013
869,B. Matuidi,Blaise,Matuidi,36,1987-04-09,Toulouse,France,France,180 cm,75 kg,False,https://media-1.api-sports.io/football/players/869.png,61,2013
1181,A. Konradsen,Anders,Ågnes Konradsen,33,1990-07-18,Bodø,Norway,Norway,183 cm,76 kg,False,https://media-3.api-sports.io/football/players/1181.png,61,2013
3331,Mamadou Samassa,Mamadou,Samassa,33,1990-02-16,Montreuil-sous-Bois,France,Mali,198 cm,85 kg,False,https://media-3.api-sports.io/football/players/3331.png,61,2013
5069,Cédric Fauré,Cédric,Fauré,40,1979-02-14,Toulouse,France,France,187 cm,83 kg,False,https://media-2.api-sports.io/football/players/5069.png,61,2013
6868,O. Toivonen,Nils Ola,Toivonen,37,1986-07-03,Degerfors,Sweden,Sweden,189 cm,78 kg,False,https://media-2.api-sports.io/football/players/6868.png,61,2013
15841,Y. Yakovenko,Yurii,Yakovenko,30,1993-09-03,Montbéliard,France,Ukraine,192 cm,86 kg,False,https://media-1.api-sports.io/football/players/15841.png,61,2013
37184,Jean-Christophe Bahebeck,Jean-Christophe,Bahebeck,30,1993-05-01,Saint-Denis,France,France,182 cm,76 kg,False,https://media-3.api-sports.io/football/players/37184.png,61,2013
42346,Arnold Mvuemba,Arnold,Mvuemba,35,1985-01-28,Alençon,France,France,172 cm,67 kg,False,https://media-2.api-sports.io/football/players/42346.png,61,2013
47968,D. Đurić,Dušan Predrag,Đurić,38,1984-09-16,Halmstad,Sweden,Sweden,181 cm,75 kg,False,https://media-1.api-sports.io/football/players/47968.png,61,2013
65392,Pape Abdou Camara,Pape Abdou,Camara,30,1991-09-24,Dakar,Senegal,Senegal,190 cm,78 kg,False,https://media-2.api-sports.io/football/players/65392.png,61,2013
78406,Rafidine Abdullah,Rafidine,Abdullah,28,1994-01-15,Marseille,France,Comoros,180 cm,75 kg,False,https://media-3.api-sports.io/football/players/78406.png,61,2013
85072,Farès Bahlouli,Farès,Bahlouli,28,1995-04-08,Lyon,France,France,181 cm,78 kg,False,https://media-2.api-sports.io/football/players/85072.png,61,2013
85685,Thibault Giresse,Thibault,Giresse,37,1981-05-25,Talence,France,France,172 cm,69 kg,False,https://media-2.api-sports.io/football/players/85685.png,61,2013
87354,Odaïr Junior Lopes Fortes,Odaïr Junior,Lopes Fortes,36,1987-03-31,Alfortville,France,Cape Verde,185 cm,68 kg,False,https://media-2.api-sports.io/football/players/87354.png,61,2013
87948,Joshua Nadeau,Joshua,Nadeau,29,1994-09-12,Paris 15è,France,France,184 cm,85 kg,False,https://media-3.api-sports.io/football/players/87948.png,61,2013
104094,Nathan Sinkala,Nathan,Sinkala,32,1990-11-22,Chingola,Zambia,Zambia,175 cm,74 kg,False,https://media-3.api-sports.io/football/players/104094.png,61,2013
104536,B. Nicoliţă,Bănel,Nicoliţă,38,1985-01-07,Făurei,Romania,Romania,178 cm,71 kg,False,https://media-3.api-sports.io/football/players/104536.png,61,2013
113694,B. Deville,Brandon,Deville,28,1993-02-17,,Belgium,Belgium,170 cm,61 kg,False,https://media-3.api-sports.io/football/players/113694.png,61,2013
113712,Ibrahima Gassama,Ibrahima,Gassama,27,1995-02-05,,France,France,,,False,https://media-3.api-sports.io/football/players/113712.png,61,2013
113776,Barel Morial Mouko,Barel Morial,Mouko,43,1979-04-05,Pointe-Noire,France,Congo,178 cm,76 kg,False,https://media-3.api-sports.io/football/players/113776.png,61,2013
20562,Édouard Butin,Édouard,Butin,34,1988-06-13,Dole,France,France,180 cm,76 kg,False,https://media-2.api-sports.io/football/players/20562.png,61,2013
20587,J. Tinhan,Jonathan,Tinhan,31,1989-06-01,Echirolles,France,France,178 cm,69 kg,False,https://media-3.api-sports.io/football/players/20587.png,61,2013
20909,A. El Kaoutari,Abdelhamid,El Kaoutari,33,1990-03-17,Montpellier,France,Morocco,181 cm,81 kg,False,https://media-3.api-sports.io/football/players/20909.png,61,2013
21302,G. Cioni,Gilles,Cioni,37,1984-06-14,Bastia,France,France,165 cm,65 kg,False,https://media-3.api-sports.io/football/players/21302.png,61,2013
21379,M. Bodmer,Mathieu,Bodmer,39,1982-11-22,Evreux,France,France,190 cm,90 kg,False,https://media-1.api-sports.io/football/players/21379.png,61,2013
21644,P. Oniangué,Prince Alban,Oniangué,34,1988-11-04,Paris,France,Congo,190 cm,78 kg,False,https://media-1.api-sports.io/football/players/21644.png,61,2013
22143,Yannick Cahuzac,Yannick,Cahuzac,37,1985-01-18,Ajaccio,France,France,178 cm,72 kg,False,https://media-1.api-sports.io/football/players/22143.png,61,2013
24153,Gaël Danic,Gaël,Danic,40,1981-11-19,Vannes,France,France,176 cm,65 kg,False,https://media-3.api-sports.io/football/players/24153.png,61,2013
47436,R. Boudebouz,Ryad,Boudebouz,32,1990-02-19,Colmar,France,Algeria,177 cm,70 kg,False,https://media-2.api-sports.io/football/players/47436.png,61,2013
61876,Abdoulaye Sadio Diallo,Abdoulaye Sadio,Diallo,32,1990-12-28,Conakry,Guinea,Guinea,182 cm,75 kg,False,https://media-1.api-sports.io/football/players/61876.png,61,2013
87210,F. Marange,Florian,Marange,35,1986-03-03,Talence,France,France,181 cm,78 kg,False,https://media-3.api-sports.io/football/players/87210.png,61,2013
90628,T. Maoulida,Toifilou,Maoulida,42,1979-06-08,Kani-Kéli,Cameroon,France,184 cm,77 kg,False,https://media-3.api-sports.io/football/players/90628.png,61,2013
113613,F. Modesto,François,Modesto,43,1978-04-19,Bastia,France,France,183 cm,80 kg,False,https://media-2.api-sports.io/football/players/113613.png,61,2013
113635,C. Romaric,Christian Koffi,Romaric N'Dri,38,1983-06-04,Abidjan,Côte d'Ivoire,Côte d'Ivoire,187 cm,88 kg,False,https://media-3.api-sports.io/football/players/113635.png,61,2013
113668,Roy Contout,Roy,Contout,30,1985-02-11,Cayenne,French Guiana,France,175 cm,76 kg,False,https://media-2.api-sports.io/football/players/113668.png,61,2013
113673,Ilan,Araújo,Dall'Igna Ilan,41,1980-09-18,Curitiba,Brazil,Brazil,181 cm,76 kg,False,https://media-3.api-sports.io/football/players/113673.png,61,2013
113675,Miloš Krasić,Miloš,Krasić,34,1984-11-01,Kosovska Mitrovica,Kosovo,Serbia,182 cm,74 kg,False,https://media-3.api-sports.io/football/players/113675.png,61,2013
113681,Mickaël Landreau,Mickaël,Landreau,35,1979-05-14,Machecoul,France,France,184 cm,84 kg,False,https://media-1.api-sports.io/football/players/113681.png,61,2013
113707,C. Samuel,Christophe,Samuel,38,1983-08-01,Bastia,France,France,184 cm,78 kg,False,https://media-3.api-sports.io/football/players/113707.png,61,2013
113747,X. Pentecote,Xavier,Pentecote,35,1986-08-16,Saint-Dié-des-Vosges,France,France,180 cm,77 kg,False,https://media-3.api-sports.io/football/players/113747.png,61,2013
8531,Lucas Rougeaux,Lucas,Rougeaux,28,1994-03-10,Grasse,France,France,185 cm,87 kg,False,https://media-1.api-sports.io/football/players/8531.png,61,2013
15403,V. Bessat,Vincent,Bessat,36,1985-11-08,Lyon,France,France,178 cm,73 kg,False,https://media-3.api-sports.io/football/players/15403.png,61,2013
20702,Mana Dembélé,Mana,Dembélé,34,1988-11-29,Ivry sur Seine,France,Mali,180 cm,82 kg,False,https://media-1.api-sports.io/football/players/20702.png,61,2013
20845,Christophe Mandanne,Christophe,Mandanne,34,1985-02-07,Toulouse,France,Réunion,171 cm,63 kg,False,https://media-3.api-sports.io/football/players/20845.png,61,2013
20895,Sébastien Roudet,Sébastien,Roudet,42,1981-06-16,Montluçon,France,France,174 cm,71 kg,False,https://media-3.api-sports.io/football/players/20895.png,61,2013
20905,Guy-Roland N'Dy Assembé,Guy-Roland,N'Dy Assembé,36,1986-02-28,Yaoundé,Cameroon,Cameroon,185 cm,86 kg,False,https://media-3.api-sports.io/football/players/20905.png,61,2013
20983,Jean-Baptiste Pierazzi,Jean-Baptiste,Pierazzi,35,1985-06-17,Ajaccio,France,France,185 cm,74 kg,False,https://media-2.api-sports.io/football/players/20983.png,61,2013
21249,Steeve Elana,Steeve,Elana,41,1980-07-11,Aubervilliers,France,Martinique,187 cm,85 kg,False,https://media-2.api-sports.io/football/players/21249.png,61,2013
21296,T. Makengo,Terence,Makengo,29,1992-06-22,Boulogne-sur-Mer,France,France,184 cm,76 kg,False,https://media-3.api-sports.io/football/players/21296.png,61,2013
21309,G. Coulibaly,Gary,Coulibaly,36,1986-03-30,Bastia,France,France,183 cm,79 kg,False,https://media-1.api-sports.io/football/players/21309.png,61,2013
22253,Benjamin Corgnet,Benjamin,Corgnet,35,1987-04-06,Thionville,France,France,180 cm,73 kg,False,https://media-3.api-sports.io/football/players/22253.png,61,2013
22268,I. Saadi,Idriss,Saadi,31,1992-02-08,Valence,France,Algeria,186 cm,85 kg,False,https://media-2.api-sports.io/football/players/22268.png,61,2013
23286,Dorian Lévêque,Dorian,Lévêque,32,1989-11-22,Hyeres,France,France,182 cm,72 kg,False,https://media-3.api-sports.io/football/players/23286.png,61,2013
23293,Eloge Ethisse Enza-Yamissi,Eloge Ethisse,Enza-Yamissi,39,1983-01-29,Bangui,Central African Republic,Central African Republic,175 cm,70 kg,False,https://media-3.api-sports.io/football/players/23293.png,61,2013
23594,Fabien Dao Castellana,Fabien,Dao Castellana,29,1993-07-28,Saint-Raphaël,France,France,169 cm,62 kg,False,https://media-3.api-sports.io/football/players/23594.png,61,2013
82530,Fabien Robert,Fabien,Robert,33,1989-01-06,Hennebont,France,France,175 cm,64 kg,False,https://media-2.api-sports.io/football/players/82530.png,61,2013
85161,F. Massampu,Francis Kama,Massampu,30,1991-12-26,Mantes-la-Jolie,France,France,,,False,https://media-3.api-sports.io/football/players/85161.png,61,2013
85260,M. Firmin,Mickaël,Firmin,31,1990-09-21,Rodez,France,France,185 cm,72 kg,False,https://media-3.api-sports.io/football/players/85260.png,61,2013
85775,Antoine Devaux,Antoine,Devaux,33,1985-02-21,Dieppe,France,France,185 cm,70 kg,False,https://media-3.api-sports.io/football/players/85775.png,61,2013
104066,Bocundji Cá,Bocundji,Cá,35,1986-12-28,Biombo,Guinea-Bissau,Guinea-Bissau,172 cm,70 kg,False,https://media-1.api-sports.io/football/players/104066.png,61,2013
1898,Y. Pelé,Yohann,Pelé,39,1982-11-04,Brou-sur-Chantereine,France,France,196 cm,89 kg,False,https://media-3.api-sports.io/football/players/1898.png,61,2013
